,iter,loss
230,23000,1.6538646221160889
231,23100,1.418346643447876
232,23200,1.4779636859893799
233,23300,1.372706413269043
234,23400,1.440270185470581
235,23500,1.3907036781311035
236,23600,1.5041781663894653
237,23700,1.4962908029556274
238,23800,1.4339430332183838
239,23900,1.4111361503601074
240,24000,1.4884003400802612
241,24100,1.5053513050079346
242,24200,1.4681932926177979
243,24300,1.3405330181121826
244,24400,1.4668774604797363
245,24500,1.4279975891113281
246,24600,1.4928674697875977
247,24700,1.4760191440582275
248,24800,1.423037052154541
249,24900,1.4706952571868896
250,25000,1.5582473278045654
251,25100,1.4572021961212158
252,25200,1.4506068229675293
253,25300,1.4836173057556152
254,25400,1.4470667839050293
255,25500,1.4786338806152344
256,25600,1.4177379608154297
257,25700,1.3715157508850098
258,25800,1.4886056184768677
259,25900,1.4945271015167236
260,26000,1.514091968536377
261,26100,1.4018275737762451
262,26200,1.453458309173584
263,26300,1.5473105907440186
264,26400,1.4663807153701782
265,26500,1.451395869255066
266,26600,1.3759000301361084
267,26700,1.4256174564361572
268,26800,1.5158476829528809
269,26900,1.4781545400619507
270,27000,1.4773166179656982
271,27100,1.4483120441436768
272,27200,1.4373254776000977
273,27300,1.4230904579162598
274,27400,1.4838091135025024
275,27500,1.4496099948883057
276,27600,1.4298650026321411
277,27700,1.509118676185608
278,27800,1.4455376863479614
279,27900,1.4027702808380127
280,28000,1.4326200485229492
281,28100,1.380747675895691
282,28200,1.5447626113891602
283,28300,1.4100748300552368
284,28400,1.4293503761291504
285,28500,1.473286509513855
286,28600,1.465477466583252
287,28700,1.4803080558776855
288,28800,1.5450934171676636
289,28900,1.377147912979126
290,29000,1.4232594966888428
291,29100,1.4225980043411255
292,29200,1.4440784454345703
293,29300,1.446890115737915
294,29400,1.5309699773788452
295,29500,1.5067939758300781
296,29600,1.532907247543335
297,29700,1.4743050336837769
298,29800,1.498879075050354
299,29900,1.4598381519317627
300,30000,1.5323644876480103
301,30100,1.4663625955581665
302,30200,1.4708322286605835
303,30300,1.5772743225097656
304,30400,1.360586166381836
305,30500,1.4471806287765503
306,30600,1.4990017414093018
307,30700,1.420961618423462
308,30800,1.438753366470337
309,30900,1.4421427249908447
310,31000,1.4064621925354004
311,31100,1.4444525241851807
312,31200,1.5048595666885376
313,31300,1.3785700798034668
314,31400,1.528977870941162
315,31500,1.4830541610717773
316,31600,1.4314792156219482
317,31700,1.4147552251815796
318,31800,1.4643597602844238
319,31900,1.5266644954681396
320,32000,1.428222417831421
321,32100,1.471333622932434
322,32200,1.4466272592544556
323,32300,1.420602798461914
324,32400,1.4723578691482544
325,32500,1.4074547290802002
326,32600,1.37663996219635
327,32700,1.4112963676452637
328,32800,1.4730806350708008
329,32900,1.5237188339233398
330,33000,1.5596227645874023
331,33100,1.3777856826782227
332,33200,1.4980030059814453
333,33300,1.4737671613693237
334,33400,1.4363797903060913
335,33500,1.4323831796646118
336,33600,1.38248610496521
337,33700,1.4137359857559204
338,33800,1.3265355825424194
339,33900,1.3648161888122559
340,34000,1.5608115196228027
341,34100,1.3997406959533691
342,34200,1.3688515424728394
343,34300,1.4468913078308105
344,34400,1.3539860248565674
345,34500,1.5306038856506348
346,34600,1.3479368686676025
347,34700,1.4510753154754639
348,34800,1.370542049407959
349,34900,1.4982106685638428
350,35000,1.4887393712997437
351,35100,1.41070556640625
352,35200,1.4110873937606812
353,35300,1.4273834228515625
354,35400,1.3150386810302734
355,35500,1.459348201751709
356,35600,1.4489328861236572
357,35700,1.4054852724075317
358,35800,1.4628888368606567
359,35900,1.363236427307129
360,36000,1.4398581981658936
361,36100,1.452106237411499
362,36200,1.4129527807235718
363,36300,1.4054570198059082
364,36400,1.4769216775894165
365,36500,1.425401210784912
366,36600,1.5032485723495483
367,36700,1.3756568431854248
368,36800,1.3682453632354736
369,36900,1.4197123050689697
370,37000,1.3769569396972656
371,37100,1.4612940549850464
372,37200,1.3908491134643555
373,37300,1.4194798469543457
374,37400,1.4492237567901611
375,37500,1.3703536987304688
376,37600,1.5064647197723389
377,37700,1.399721622467041
378,37800,1.4728965759277344
379,37900,1.3660513162612915
380,38000,1.4426065683364868
381,38100,1.461530089378357
382,38200,1.4637198448181152
383,38300,1.369491457939148
384,38400,1.4902348518371582
385,38500,1.3989293575286865
386,38600,1.4232778549194336
387,38700,1.4239177703857422
388,38800,1.49266517162323
389,38900,1.4958491325378418
390,39000,1.4570200443267822
391,39100,1.3944361209869385
392,39200,1.5378260612487793
393,39300,1.3992071151733398
394,39400,1.4540975093841553
395,39500,1.3780755996704102
396,39600,1.4658286571502686
397,39700,1.406404972076416
398,39800,1.42271089553833
399,39900,1.3419954776763916
400,40000,1.3953526020050049
401,40100,1.419703722000122
402,40200,1.483423113822937
403,40300,1.4110958576202393
404,40400,1.3643800020217896
405,40500,1.4676388502120972
406,40600,1.4651533365249634
407,40700,1.4261198043823242
408,40800,1.3337857723236084
409,40900,1.4054890871047974
410,41000,1.537097454071045
411,41100,1.518005609512329
412,41200,1.5225580930709839
413,41300,1.4119019508361816
414,41400,1.3026163578033447
415,41500,1.4651234149932861
416,41600,1.3390285968780518
417,41700,1.4479029178619385
418,41800,1.4118056297302246
419,41900,1.4126100540161133
420,42000,1.376792550086975
421,42100,1.5250539779663086
422,42200,1.6421091556549072
423,42300,1.5231984853744507
424,42400,1.4750603437423706
425,42500,1.412975788116455
426,42600,1.387909173965454
427,42700,1.4781649112701416
428,42800,1.373906135559082
429,42900,1.3827085494995117
430,43000,1.3583732843399048
431,43100,1.410353660583496
432,43200,1.4374215602874756
433,43300,1.392969012260437
434,43400,1.3535146713256836
435,43500,1.552716612815857
436,43600,1.4677587747573853
437,43700,1.407170057296753
438,43800,1.3238818645477295
439,43900,1.4238989353179932
440,44000,1.3839678764343262
441,44100,1.447073221206665
442,44200,1.3778526782989502
443,44300,1.4666903018951416
444,44400,1.4101288318634033
445,44500,1.4373090267181396
446,44600,1.4711346626281738
447,44700,1.474305272102356
448,44800,1.4470295906066895
449,44900,1.3251044750213623
450,45000,1.5308964252471924
451,45100,1.331608533859253
452,45200,1.435342788696289
453,45300,1.4904413223266602
454,45400,1.4408798217773438
455,45500,1.4771056175231934
456,45600,1.382502555847168
457,45700,1.4313671588897705
458,45800,1.438353419303894
459,45900,1.3791652917861938
460,46000,1.4941191673278809
461,46100,1.4221992492675781
462,46200,1.4326528310775757
463,46300,1.417346477508545
464,46400,1.4155356884002686
465,46500,1.301161289215088
466,46600,1.4770225286483765
467,46700,1.4188005924224854
468,46800,1.4647068977355957
469,46900,1.457798719406128
470,47000,1.4365675449371338
471,47100,1.3842912912368774
472,47200,1.3695642948150635
473,47300,1.3926039934158325
474,47400,1.4730557203292847
475,47500,1.5255275964736938
476,47600,1.3511073589324951
477,47700,1.3517760038375854
478,47800,1.4383586645126343
479,47900,1.465529441833496
480,48000,1.442476511001587
481,48100,1.464306354522705
482,48200,1.4038701057434082
483,48300,1.463428020477295
484,48400,1.4966964721679688
485,48500,1.355956792831421
486,48600,1.472940444946289
487,48700,1.4818121194839478
488,48800,1.439003586769104
489,48900,1.426825761795044
490,49000,1.4194849729537964
491,49100,1.4313830137252808
492,49200,1.3701916933059692
493,49300,1.3877501487731934
494,49400,1.3770794868469238
495,49500,1.5073235034942627
496,49600,1.4094116687774658
497,49700,1.4462801218032837
498,49800,1.417393684387207
499,49900,1.3730857372283936
500,50000,1.4142760038375854
