,iter,loss
0,0,9.844315528869629
1,100,4.241534233093262
2,200,3.419950008392334
3,300,2.94974422454834
4,400,2.724198341369629
5,500,2.3830976486206055
6,600,2.3014965057373047
7,700,2.200131416320801
8,800,2.1223766803741455
9,900,2.042372226715088
10,1000,2.0215914249420166
11,1100,1.9969322681427002
12,1200,1.9112353324890137
13,1300,1.8542184829711914
14,1400,1.8689422607421875
15,1500,1.9278055429458618
16,1600,1.872272253036499
17,1700,1.8052529096603394
18,1800,1.7849688529968262
19,1900,1.7878268957138062
20,2000,1.7391700744628906
21,2100,1.7745380401611328
22,2200,1.6920982599258423
23,2300,1.803481101989746
24,2400,1.7201788425445557
25,2500,1.69687020778656
26,2600,1.6675868034362793
27,2700,1.7394819259643555
28,2800,1.715254545211792
29,2900,1.6707308292388916
30,3000,1.727113962173462
31,3100,1.6157902479171753
32,3200,1.6352609395980835
33,3300,1.690266728401184
34,3400,1.6478238105773926
35,3500,1.633709192276001
36,3600,1.5584170818328857
37,3700,1.6223902702331543
38,3800,1.7136021852493286
39,3900,1.5813193321228027
40,4000,1.6497396230697632
41,4100,1.6569874286651611
42,4200,1.723700761795044
43,4300,1.566147804260254
44,4400,1.7317107915878296
45,4500,1.6770541667938232
46,4600,1.659590244293213
47,4700,1.5547995567321777
48,4800,1.6121138334274292
49,4900,1.491560935974121
50,5000,1.5416239500045776
51,5100,1.4560381174087524
52,5200,1.5594136714935303
53,5300,1.7012709379196167
54,5400,1.5383822917938232
55,5500,1.5911660194396973
56,5600,1.596063256263733
57,5700,1.5864235162734985
58,5800,1.5749034881591797
59,5900,1.6963783502578735
60,6000,1.5851784944534302
61,6100,1.5186169147491455
62,6200,1.5986661911010742
63,6300,1.6457546949386597
64,6400,1.538655161857605
65,6500,1.53811776638031
66,6600,1.5562024116516113
67,6700,1.569447636604309
68,6800,1.5291764736175537
69,6900,1.5707411766052246
70,7000,1.580082893371582
71,7100,1.6250207424163818
72,7200,1.5279778242111206
73,7300,1.625612735748291
74,7400,1.5490374565124512
75,7500,1.5823314189910889
76,7600,1.5424208641052246
77,7700,1.651191234588623
78,7800,1.6386377811431885
79,7900,1.5590927600860596
80,8000,1.5823534727096558
81,8100,1.5178921222686768
82,8200,1.5446007251739502
83,8300,1.560747742652893
84,8400,1.5190322399139404
85,8500,1.6453027725219727
86,8600,1.5009181499481201
87,8700,1.5249037742614746
88,8800,1.5847361087799072
89,8900,1.4940128326416016
90,9000,1.5200531482696533
91,9100,1.624314546585083
92,9200,1.5644809007644653
93,9300,1.5755043029785156
94,9400,1.4649581909179688
95,9500,1.6166841983795166
96,9600,1.5198370218276978
97,9700,1.4640488624572754
98,9800,1.5179998874664307
99,9900,1.4847822189331055
100,10000,1.5091767311096191
101,10100,1.5780515670776367
102,10200,1.5730705261230469
103,10300,1.596252202987671
104,10400,1.698714256286621
105,10500,1.664900541305542
106,10600,1.6269099712371826
107,10700,1.5886815786361694
108,10800,1.4443541765213013
109,10900,1.553288459777832
110,11000,1.54669189453125
111,11100,1.6030066013336182
112,11200,1.6198972463607788
113,11300,1.6159186363220215
114,11400,1.4941062927246094
115,11500,1.6332602500915527
116,11600,1.5177631378173828
117,11700,1.5374886989593506
118,11800,1.4882670640945435
119,11900,1.593714952468872
120,12000,1.492050290107727
121,12100,1.5115770101547241
122,12200,1.6012489795684814
123,12300,1.5016465187072754
124,12400,1.5125459432601929
125,12500,1.4795708656311035
126,12600,1.4897526502609253
127,12700,1.5008004903793335
128,12800,1.4854854345321655
129,12900,1.4969223737716675
130,13000,1.452193260192871
131,13100,1.5081908702850342
132,13200,1.481894850730896
133,13300,1.4472191333770752
134,13400,1.5562777519226074
135,13500,1.463369369506836
136,13600,1.5553423166275024
137,13700,1.5503137111663818
138,13800,1.5486960411071777
139,13900,1.5435847043991089
140,14000,1.4952889680862427
141,14100,1.4693268537521362
142,14200,1.5139294862747192
143,14300,1.537426471710205
144,14400,1.4330531358718872
145,14500,1.4876224994659424
146,14600,1.494864821434021
147,14700,1.4225099086761475
148,14800,1.4234198331832886
149,14900,1.4901058673858643
150,15000,1.4858853816986084
151,15100,1.551496982574463
152,15200,1.4183804988861084
153,15300,1.4883480072021484
154,15400,1.431812047958374
155,15500,1.535211205482483
156,15600,1.4328010082244873
157,15700,1.46248459815979
158,15800,1.5194340944290161
159,15900,1.5267282724380493
160,16000,1.4439353942871094
161,16100,1.4233531951904297
162,16200,1.4991984367370605
163,16300,1.4820685386657715
164,16400,1.5248596668243408
165,16500,1.5083999633789062
166,16600,1.527490258216858
167,16700,1.5610078573226929
168,16800,1.4821922779083252
169,16900,1.4601807594299316
170,17000,1.479082465171814
171,17100,1.5323922634124756
172,17200,1.5936481952667236
173,17300,1.4891376495361328
174,17400,1.5602226257324219
175,17500,1.3806555271148682
176,17600,1.402837872505188
177,17700,1.5349135398864746
178,17800,1.5382969379425049
179,17900,1.574059247970581
180,18000,1.420215129852295
181,18100,1.4535351991653442
182,18200,1.5269824266433716
183,18300,1.5058059692382812
184,18400,1.4289085865020752
185,18500,1.4973498582839966
186,18600,1.4842395782470703
187,18700,1.4403202533721924
188,18800,1.4391957521438599
189,18900,1.540708303451538
190,19000,1.4345742464065552
191,19100,1.5103693008422852
192,19200,1.4646435976028442
193,19300,1.5346927642822266
194,19400,1.5157140493392944
195,19500,1.5289936065673828
196,19600,1.4185214042663574
197,19700,1.5380079746246338
198,19800,1.424553632736206
199,19900,1.407422661781311
200,20000,1.4864660501480103
201,20100,1.444855809211731
202,20200,1.4765708446502686
203,20300,1.4840075969696045
204,20400,1.4599695205688477
205,20500,1.4847387075424194
206,20600,1.5508873462677002
207,20700,1.451393485069275
208,20800,1.3723363876342773
209,20900,1.4466917514801025
210,21000,1.5639278888702393
211,21100,1.4776016473770142
212,21200,1.487694263458252
213,21300,1.5202986001968384
214,21400,1.449820637702942
215,21500,1.3839247226715088
216,21600,1.563988447189331
217,21700,1.5588409900665283
218,21800,1.481762409210205
219,21900,1.4780926704406738
220,22000,1.5237449407577515
221,22100,1.441632628440857
222,22200,1.4251245260238647
223,22300,1.4370770454406738
224,22400,1.5022919178009033
225,22500,1.4961408376693726
226,22600,1.4483237266540527
227,22700,1.3979527950286865
228,22800,1.4253273010253906
229,22900,1.4256718158721924
